日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
114/05/05,"19,624,622","1,384,182,281",71.00,71.20,70.00,70.40,-0.50,"11,440",
114/05/06,"16,725,328","1,188,727,898",70.50,71.40,70.00,71.20,+0.80,"9,735",
114/05/07,"9,898,530","701,401,389",71.10,71.30,70.50,71.00,-0.20,"7,241",
114/05/08,"12,154,124","857,596,388",70.30,70.90,70.20,70.50,-0.50,"9,327",
114/05/09,"20,986,350","1,505,803,993",71.20,72.10,71.10,71.80,+1.30,"11,508",
114/05/12,"18,225,738","1,326,824,701",72.80,73.50,72.20,72.50,+0.70,"10,537",
114/05/13,"129,755,714","10,114,416,342",79.10,79.70,75.90,78.00,+5.50,"60,239",
114/05/14,"112,713,378","8,911,896,757",78.50,80.40,77.00,79.40,+1.40,"64,078",
114/05/15,"104,700,664","8,409,212,017",81.00,81.70,78.90,79.50,+0.10,"70,489",
114/05/16,"235,712,727","19,608,995,361",80.10,85.60,80.00,84.00,+4.50,"117,416",
114/05/19,"115,578,478","9,649,051,142",84.20,84.90,82.00,83.30,-0.70,"64,147",
114/05/20,"62,501,355","5,201,576,090",82.50,84.30,82.10,83.50,+0.20,"35,834",
114/05/21,"59,784,492","4,982,095,852",83.70,84.20,82.50,83.30,-0.20,"32,842",
114/05/22,"178,996,807","15,347,096,612",82.60,87.80,81.30,86.90,+3.60,"101,817",
114/05/23,"157,042,134","13,351,530,591",87.10,87.80,82.00,83.70,-3.20,"92,985",
114/05/26,"55,414,145","4,596,754,203",83.50,84.30,82.00,83.00,-0.70,"31,201",
114/05/27,"60,073,015","4,900,747,127",82.30,83.30,80.30,82.00,-1.00,"33,261",
114/05/28,"69,555,459","5,673,482,447",82.80,83.40,79.90,81.30,-0.70,"30,194",
114/05/29,"86,772,791","6,929,066,732",80.70,81.00,79.10,79.60,-1.70,"41,452",
114/06/02,"62,938,427","5,021,372,747",79.90,80.80,79.10,79.10,-0.50,"33,118",
114/06/03,"70,166,290","5,562,833,995",79.60,80.00,78.10,80.00,+0.90,"30,848",
114/06/04,"60,182,818","4,769,190,001",79.90,80.10,78.50,78.50,-1.50,"31,757",
114/06/05,"105,021,115","7,957,325,709",78.60,79.10,74.30,74.30,-4.20,"62,895",
114/06/06,"62,570,540","4,640,074,582",74.20,75.30,73.30,73.50,-0.80,"33,921",
114/06/09,"83,835,455","6,025,435,854",73.10,73.50,71.00,71.40,-2.10,"45,145",
114/06/10,"46,359,299","3,353,959,802",71.60,72.80,71.50,72.20,+0.80,"23,461",
114/06/11,"60,101,889","4,364,426,003",72.40,73.20,71.70,72.30,+0.10,"26,864",
114/06/12,"42,190,336","3,046,767,926",72.30,72.70,72.00,72.00,-0.30,"20,191",
114/06/13,"59,962,839","4,424,956,578",72.00,74.70,71.90,74.10,+2.10,"32,064",
114/06/16,"29,171,316","2,146,842,247",73.90,74.30,73.20,73.60,-0.50,"17,027",
114/06/17,"64,417,274","4,801,516,147",73.40,76.20,72.30,76.20,+2.60,"33,773",
114/06/18,"38,345,317","2,904,442,327",75.60,76.50,75.20,75.20,-1.00,"23,060",
114/06/19,"26,736,779","2,000,945,602",75.70,76.10,74.00,74.10,-1.10,"16,003",
114/06/20,"47,591,913","3,488,564,651",74.10,74.80,72.90,73.00,-1.10,"16,825",
114/06/23,"49,831,880","3,594,583,747",72.10,72.90,71.80,71.90,-1.10,"17,851",
114/06/24,"47,779,649","3,499,722,381",72.70,74.20,72.70,73.10,+1.20,"17,324",
114/06/25,"48,177,012","3,510,404,903",73.40,73.70,72.60,72.60,-0.50,"17,352",
